Date,Mean_PreviousMonth,Mean_NextMonth,Mean_Difference
2021-09-24,3217.7699680000005,2993.2610923750003,-224.5088756250002
2021-12-31,3954.6889180000003,3659.69758025,-294.9913377500002
2022-10-31,1506.8989944285713,1588.451875,81.55288057142866
2022-11-11,1480.9409524285716,1239.320244125,-241.62070830357152
2023-03-11,1537.459107142857,1644.767789125,107.30868198214307
2023-04-19,2048.0747618571427,1897.459739625,-150.61502223214256
2023-06-01,1852.7451784285715,1868.1983853749998,15.453206946428281
2023-06-05,1890.0663094285715,1811.263906125,-78.80240330357151
